,token,total_count
6259,azionista,19273
6286,up,19271
6269,precoce,19270
6140,sull,19264
6387,es,19263
6802,trofeo,19252
6294,costituente,19246
6167,taxi,19245
6282,destare,19239
6487,spaziare,19235
5827,notaio,19225
5828,divulgazione,19223
6145,apposta,19222
7325,teorema,19213
6345,ceto,19213
6663,esplorazione,19210
5831,gene|genio,19193
6204,ascensore,19192
6377,devastante,19187
6194,curatore,19186
6511,appendere,19185
6237,esistenziale,19169
5836,attentamente,19165
5837,Laden,19161
5838,HTML,19158
6564,risvegliare,19151
6414,menzione,19145
6803,edito,19141
6291,somministrare,19124
7503,Williams,19122
5845,scrutinio,19120
6632,Leo,19119
6421,realismo,19104
5849,conta|conte,19099
6463,continuazione,19095
5850,provveditorato,19094
6593,tennis,19087
6965,ritrarre,19085
5853,demandare,19083
6479,orso,19080
6615,prolungare,19077
5854,concorsuale,19073
6346,circo,19070
6365,Gianluca,19067
5857,diagnostico,19066
6578,aggredire,19062
6261,pollo,19058
6555,coefficiente,19055
6232,spaccare,19052
6356,presumere,19037
6657,Paris,19037
7931,erigere,19037
6256,catastrofe,19035
6534,disperdere,19035
6624,divorzio,19025
6404,inganno,19025
6361,programmatore,19019
7901,Man,19017
6512,corno,19017
5863,quater,19016
5864,inclusione,19006
6183,portuale,19004
7536,Ford,19003
6419,H.,19001
6321,tribuna,18998
6517,indicativo,18998
6516,basket,18996
6472,nullo,18993
6890,tronco,18990
5869,D.L.,18987
5875,condizionato,18976
6687,Alessio,18974
5876,bovino,18974
6745,localizzare,18973
5877,implementare,18964
5880,dc,18960
5885,sanatoria,18932
5886,procedurale,18930
6812,gradualmente,18919
7287,assassinare,18919
6350,occhiale,18917
5892,attivamente,18902
6210,esagerare,18895
6372,attributo,18882
5898,correttivo,18866
7010,Open,18865
5902,Piccolo,18854
5903,osservatore|osservatorio,18851
6351,scarto,18849
6341,vitamina,18846
7879,Sam,18838
6481,bagnare,18837
7021,Siria,18836
5905,cautela,18834
6243,debitore,18829
7461,Chicago,18819
6369,mezzanotte,18805
6422,ripetizione,18805
6596,palcoscenico,18803
5910,schedare,18798
6840,cinquecento,18794
6226,annotare,18794
6300,turbare,18788
5915,festivo,18784
7574,tattico,18774
6804,laser,18771
8069,Steve,18765
6761,Of,18764
5920,nostri,18756
5923,sintonia,18749
6437,vaccino,18743
6438,imprimere,18729
5924,quant,18728
6418,redattore,18722
6293,Potenza,18720
6755,offensivo,18718
6429,insulto,18715
5928,Website,18713
6378,raggruppamento,18704
6537,scia,18680
5933,compire,18676
5932,selettivo,18676
6769,limitrofo,18675
6466,vaticano,18658
7140,battezzare,18651
5939,ospitalità,18650
7475,Jackson,18645
5941,mucca,18643
5944,rimborsare,18636
6704,cenere,18631
7689,specializzare,18631
6255,generalizzato,18629
5945,d.lgs.,18628
5946,gr,18623
6273,offesa,18623
6969,drago,18621
5947,pluralità,18618
5949,pt,18616
7192,scudetto,18616
6607,Russo,18616
6822,amichevole,18610
7373,Nero,18609
7139,Christian,18608
6388,trascrizione,18598
5952,Bertinotti,18597
7744,armamento,18597
5955,statutario,18586
6792,System,18585
5959,mp,18579
6524,lirico,18577
5960,c.d.,18571
5962,monsignore,18569
6653,indizio,18561
6441,custode,18540
7015,rinchiudere,18539
7172,fontana,18537
6337,evasione,18536
5970,ss,18535
6824,considerevole,18522
6919,triangolo,18521
6307,proposizione,18516
5972,notificazione,18515
6954,scacco,18507
6503,demolizione,18506
6998,mercante,18492
5976,tifare,18484
6685,intatto,18480
7790,armare,18473
6289,intercorrere,18467
6521,do,18458
5977,infondato,18453
7133,France,18453
5979,irregolarità,18449
5980,invalido,18449
6770,ostile,18445
6772,stampo,18443
5983,sostenibilità,18438
6976,Monza,18437
6434,Urbino,18431
7256,atomo,18429
6417,faccenda,18427
6347,faticoso,18421
5989,previsionale,18420
5991,largamente,18412
6808,barbaro,18411
5992,Terme,18407
5994,capoverso,18403
5993,provider,18403
5995,paesaggistico,18400
6498,unificazione,18399
5996,MB,18397
5997,rigorosamente,18394
6864,devastare,18392
6000,accantonamento,18385
6001,,18385
5999,ricavo,18385
6333,retto,18384
6003,rendiconto,18381
6384,apprestare,18378
7371,Life,18371
6005,addire,18359
6781,spina,18347
6010,d.,18336
6011,centralità,18333
6455,laguna,18321
6012,motorio,18321
6376,cosciente,18319
6597,panico,18303
6934,dorato,18294
6013,abilitato,18289
6673,Amsterdam,18281
6014,tecnicamente,18280
6446,addormentare,18273
6447,evincere,18263
6571,officina,18259
7731,calibro,18256
6360,scaldare,18252
7853,nativo,18249
6026,dna,18233
6489,ordinato,18221
6031,;),18218
6570,calabrese,18217
6032,procreazione,18217
6682,analogico,18212
6440,beato,18205
6708,protrarre,18202
7471,Edoardo,18195
8136,Disney,18190
6567,sfumatura,18190
6469,strumentazione,18188
7204,boom,18186
7193,Aquila,18180
6480,lutto,18174
6849,tratta,18169
6513,vergine,18167
9731,Show,18161
6776,Sun,18161
6040,bici,18159
6679,bonus,18157
6041,quotare,18155
6433,ridare,18155
6711,Virgilio,18144
7334,continentale,18133
6045,automobilista,18128
6413,antecedente,18116
6742,liscio,18109
7166,Day,18108
6630,giocattolo,18106
6992,Jugoslavia,18099
6049,beccare,18082
6649,pretesto,18074
6499,trauma,18065
6494,fisiologico,18064
7297,defunto,18057
7121,geometrico,18055
7222,adiacente,18053
6462,decesso,18052
6054,Tv,18049
6055,colare,18048
6707,razziale,18047
6056,Loggato,18046
6057,illuminato,18034
6530,tocco,18033
8125,Henry,18029
6730,deviare,18027
7572,Gregorio,18025
6061,dâ,18016
6978,fermata,18013
6664,camion,18012
8081,School,18007
6068,pizza,17992
6405,efficacemente,17988
6680,rassegnare,17985
6668,edicola,17984
6920,sound,17975
6827,ingente,17967
6071,rapportare,17967
6633,indomani,17964
6402,platea,17947
6751,zia,17945
6075,rispettoso,17934
6560,fabbricazione,17925
8303,Mike,17921
6727,riformare,17921
7531,abate,17919
6760,Cosenza,17917
6561,intrinseco,17915
6078,ASL,17908
6515,inutilmente,17906
7742,Rivoluzione,17903
6080,Irpef,17898
6638,ventina,17895
6082,fisicamente,17892
7269,seguace,17889
6448,ausiliario,17881
6845,radunare,17880
6088,indennizzo,17866
6089,introduttivo,17865
6449,Andreotti,17863
6683,mascherare,17860
7417,suddivisione,17856
6094,questore,17844
6095,ricaduta,17837
6096,meritevole,17835
6097,cancelleria,17833
6625,accomunare,17833
6098,®,17831
6820,muto,17824
6591,appropriare,17823
6099,recapito,17822
6784,disposto,17818
6453,malo,17815
7004,minare,17805
6666,timido,17804
6100,welfare,17803
7466,carbonio,17799
6101,agroalimentare,17794
6102,oasi,17791
6106,collare,17781
6848,arcipelago,17777
6107,Lâ,17773
9194,Miss,17770
6533,reputare,17759
6546,maledetto,17751
6110,modem,17751
6109,ricevuta,17751
7803,derivato,17750
6112,senior,17749
6113,Legambiente,17747
6906,credenza,17745
7395,evolvere,17745
6116,Punto,17742
6552,orto,17741
6941,allevare,17740
6118,legalmente,17738
6544,lodare,17729
6120,condannato,17729
6874,Marocco,17727
6635,urna,17726
7157,serpente,17726
7301,arrendere,17722
6594,Beppe,17706
6961,Siracusa,17705
6868,ricognizione,17702
6793,European,17701
6129,ribasso,17695
6131,talun,17694
6722,lampada,17690
6549,timbro,17688
6134,omissione,17687
7436,Ivan,17684
7019,tunnel,17681
6583,trascrivere,17677
9122,Love,17676
6576,fata,17674
6712,pugliese,17673
6814,veleno,17671
6970,Pechino,17666
7535,Honda,17664
6671,ingenuo,17649
6604,diurno,17636
6705,gabbia,17636
6142,Messaggero,17631
6833,Bella,17630
6873,Donna,17627
6911,suora,17625
6144,coop,17620
6644,parare,17619
7390,bolla,17616
6526,controllato,17609
6149,pera,17608
7810,osservatore,17601
6150,anka,17594
6527,cucinare,17588
6540,svuotare,17586
7251,Stella,17581
7680,proiettile,17574
6153,storicamente,17573
6550,emiliano,17573
6672,duecento,17572
7299,malvagio,17570
6585,pacco,17567
7675,incisione,17564
7092,elettronica,17563
6162,mediatore,17557
6163,pubblicamente,17555
6164,legittimazione,17555
6872,marcare,17554
7072,emigrare,17554
6166,Adnkronos,17552
6678,pubblicizzare,17549
6553,virtuoso,17546
6168,P.S.,17544
6169,risparmiatore,17540
6171,serietà,17539
6172,sussidiarietà,17537
6858,unificare,17528
6173,doganale,17528
7274,inaspettato,17527
6541,stupore,17521
6176,Gasparri,17518
6627,colto,17517
6796,lana,17514
6177,cavolo,17512
6650,insorgere,17500
6539,ovviare,17497
7065,Dylan,17478
6185,divinità,17477
6693,Q,17474
7119,mosaico,17473
6186,elettorato,17473
6572,rigettare,17470
6188,occorrente,17464
7123,Croazia,17463
6655,candela,17463
6189,font,17456
7284,carbone,17449
6191,Emergency,17448
7030,pompa,17445
6795,Marta,17443
7041,epidemia,17443
7259,boss,17440
6838,Galileo,17437
6631,duemila,17425
6195,temporaneamente,17424
6665,camicia,17418
6199,Vittoria,17414
6200,Grandi,17413
7006,bruno,17405
6929,indebolire,17401
7328,narrativa,17395
6211,avviamento,17382
6777,istruire,17381
6212,congruo,17380
6590,paradigma,17380
6715,salotto,17376
6994,posa,17374
6944,litigare,17366
6854,attaccante,17358
6216,francamente,17354
7132,sedici,17353
6878,simulare,17352
6829,sexy,17346
6721,filiale,17346
7412,Castel,17343
6762,enciclopedia,17340
6628,errare,17333
6856,speculazione,17323
6221,DM,17321
8919,alleare,17318
7775,zampa,17315
6224,mister,17304
6227,h.,17280
7242,Ettore,17278
6903,rapina,17276
6825,respiratorio,17267
9028,telefilm,17266
6645,Juve,17260
7069,riconoscibile,17256
6620,suggestione,17255
6231,cd-rom,17253
6744,off,17253
7779,ascesa,17252
6233,negoziale,17251
9556,Lord,17251
6235,ispettivo,17246
6938,cometa,17238
6239,authore,17236
6240,interpellanza,17232
6242,Lgs,17229
6241,Macerata,17229
6244,Ven,17224
6245,Fiom,17221
6248,Biagi,17217
6785,implicito,17210
6921,incasso,17207
6250,affettivo,17204
6756,moschea,17191
6945,geologico,17188
6807,invariato,17185
7175,Sony,17184
6252,conformare,17183
6700,pantalone,17181
6931,allineare,17179
7300,Eva,17177
6643,input,17174
7096,trio,17169
7347,combattente,17169
6253,esercente,17159
6254,propriamente,17154
7007,autovettura,17150
6862,Caserta,17143
6669,tralasciare,17139
8183,Scott,17137
7110,prosa,17134
6258,sussidio,17129
7254,commercializzare,17113
6262,fotocopia,17105
6677,correlazione,17101
7075,diga,17101
7502,belga,17099
7362,Serbia,17097
6861,Lisbona,17081
7550,imbarcare,17078
6943,Elio,17064
6274,alberghiero,17064
6853,lode,17063
6870,incompleto,17060
6834,presentatore,17051
6278,osservatorio,17046
6279,sordo,17043
6281,;-),17043
6955,fondale,17034
6940,furia,17033
6877,nervo,17032
6698,costoro,17031
6980,griglia,17020
6843,autostradale,17020
6284,poker,17019
7079,agonistico,17013
6288,restrittivo,17002
7437,Google,17002
6290,tremare,16999
7672,annoverare,16999
6724,rivivere,16994
6701,attenuare,16977
7167,preesistente,16976
6299,Reply,16971
6759,Science,16965
7652,Norvegia,16960
7117,distintivo,16955
7481,misero,16953
6301,seta|sete,16952
7294,pesantemente,16948
7671,ceramica,16946
7673,London,16941
6899,Abu,16935
7556,podio,16933
6830,economista,16926
6738,maglietta,16926
6719,autista,16924
6308,adunanza,16920
6310,tant,16908
6905,scandire,16908
7149,rimanente,16904
6314,pg,16898
6714,inquinare,16898
7073,splendore,16894
6913,piazzale,16883
8067,core,16882
6723,imboccare,16881
7304,flora,16880
6319,portiera|portiere,16879
6320,avvertenza,16877
6828,quantomeno,16873
6322,istruttorio,16862
6748,party,16858
7614,assassinio,16854
6324,affidabilità,16847
6851,obbedire,16843
7184,Massa,16842
7530,Ovest,16841
8333,Louis,16835
7318,mattone,16830
6329,saudita,16827
6918,asserire,16822
7003,armonico,16820
6875,corporeo,16816
6897,moderare,16809
7018,eroina,16808
6334,Consob,16808
6999,manipolare,16801
7011,Pakistan,16781
6338,mediamente,16777
6932,glorioso,16776
7296,sinonimo,16768
6959,guasto,16763
6758,insufficienza,16758
8253,ritrovamento,16753
6924,fegato,16750
6790,ubicazione,16749
8109,punk,16748
6352,ra,16737
6353,ddl,16729
7500,offensiva,16726
6355,progressione,16722
7324,telescopio,16709
7452,Les,16707
6359,precludere,16696
7150,Cuore,16691
7026,transitare,16689
6914,marea,16684
6900,Balcani,16674
7071,Angeli,16671
6364,quantificare,16671
8005,predecessore,16670
6857,radicare,16664
6366,nullità,16651
7197,Flavio,16648
7504,Finlandia,16645
6839,mentire,16641
6367,vecchiaia,16637
8258,fossile,16634
7695,sfociare,16626
8892,disputa,16620
6371,degustazione,16619
8016,Jim,16617
6373,caratterizzazione,16616
7925,anarchico,16608
7009,stilare,16597
6896,soffocare,16595
6379,b.,16584
6988,decadere,16572
6382,sapienza,16561
6385,esimere,16546
9913,Royal,16544
6386,call,16543
6390,moro,16536
6391,analista,16536
6392,tipicamente,16532
7020,razzista,16530
6395,recepimento,16526
7051,scontare,16522
6933,balcone,16521
7074,Antonino,16517
7968,Romeo,16517
6398,succo,16517
6399,strutturato,16514
7085,Donato,16506
6979,Junior,16497
6832,discutibile,16496
6401,meccanica,16494
7022,invitato,16488
7234,pellegrinaggio,16481
6407,ricreativo,16476
7180,rintracciare,16469
6408,driver,16465
6409,tribù,16461
6962,nomade,16461
6410,workshop,16460
7338,bastone,16460
7099,intrattenere,16460
6415,annotazione,16451
6963,antologia,16449
6852,accantonare,16445
7320,partorire,16442
7885,alluminio,16429
7082,fondamentalmente,16428
6423,ravvisare,16427
6424,RSU,16422
6425,click,16421
6426,numerare,16420
6427,donatore,16420
7736,stilistico,16412
6431,geneticamente,16409
7792,Emma,16405
6432,contentare,16395
7028,reclamare,16392
6435,deduzione,16391
6436,bordere,16390
6439,nocivo,16386
7394,Achille,16385
6939,casco,16384
7710,pittorico,16379
6442,rivalutazione,16378
6445,sposo,16369
7494,differenziale,16365
6450,ingiustificato,16356
6452,filiera,16350
7488,improvvisare,16349
7400,disastroso,16344
7055,vibrazione,16343
6454,incanto,16338
7411,etnia,16336
6930,Journal,16333
6887,reo,16331
6456,Scad,16319
6457,combinato,16317
6458,Cofferati,16314
6459,tassazione,16313
7136,pendenza,16298
7112,riscaldare,16297
6880,intelligence,16296
8001,sfortunato,16296
6465,Maroni,16292
6467,condizionamento,16288
7433,batterio,16280
6468,clonazione,16278
8004,commissionare,16278
7858,danese,16271
6471,raduno,16268
7027,tremendo,16268
7081,polmone,16261
6987,Fausto,16259
7428,miscela,16258
8008,Brown,16256
8841,campanile,16249
6474,nesso,16244
6983,Stefania,16244
6952,corridore,16243
6895,salato,16237
6935,ubriaco,16229
7280,Antonella,16229
6477,emozionare,16227
7404,Orlando,16226
7584,drastico,16224
7896,medioevale,16219
7705,borghesia,16218
6482,manco,16212
7042,vicario,16210
7080,mais,16209
6483,cavare,16208
7876,confinare,16205
6484,brivido,16202
6486,trend,16197
6927,sommergere,16192
6488,apprezzabile,16189
6490,emerso,16186
6942,approvvigionamento,16184
6946,intensificare,16183
7170,can,16181
8479,scoppio,16180
6492,soprintendenza,16180
7385,Liberazione,16168
7231,oscillare,16158
6501,elettricità,16149
6502,unanime,16147
6504,imballaggio,16138
6505,Giuliana,16133
6506,fattibilità,16130
6508,sensibilizzare,16125
6509,riempiere,16124
8061,processione,16121
8074,Reale,16113
7078,cancello,16107
7144,elastico,16107
6514,indimenticabile,16102
6518,giacché,16089
7038,evangelico,16088
7669,scalo,16086
6520,manodopera,16083
6522,pregiudicare,16077
7644,Dave,16076
7508,compressione,16075
7407,volgare,16072
7035,seminare,16065
6528,polire,16064
7014,Office,16059
7490,pellegrino,16051
6531,sismico,16049
7416,portante,16043
7240,cucciolo,16041
7322,bizzarro,16035
6535,autoveicolo,16031
6536,apprendistato,16030
6996,kit,16018
7008,dibattere,16010
6986,specificato,16006
8279,esteso,16005
9112,costellazione,16002
7315,pascolo,15996
6542,elettivo,15994
9505,calcistico,15992
6543,interattivo,15990
6545,Business,15986
6973,soffiare,15986
7406,retta,15982
9155,semifinale,15982
6547,ndr,15979
6548,inammissibile,15977
7101,cupo,15974
8351,leggendario,15969
6981,scommettere,15966
7059,rilevamento,15962
7375,amoroso,15951
8278,Alfa,15944
6554,pendere,15939
7389,Nino,15935
6558,biotecnologia,15934
6559,mq.,15933
7307,maresciallo,15931
8681,gotico,15928
7518,Rosario,15928
7462,sentimentale,15924
6562,corresponsione,15924
6563,convenzionato,15922
6566,salariale,15920
6569,coordinato,15916
7353,college,15907
7047,prostituzione,15905
6573,AIB,15902
6574,qualcun,15901
7000,imbarazzo,15899
6575,buongiorno,15898
6577,fallito,15892
7153,studentesco,15892
7282,grandioso,15889
6579,Hussein,15884
6580,incentivazione,15883
6582,autocertificazione,15880
7413,sovrapporre,15880
7312,sviluppatore,15879
7086,banchetto,15876
6584,ebay,15874
7261,usato,15864
7788,fascio,15863
6586,atipico,15862
7120,sbaglio,15861
6587,impugnazione,15861
7268,palma,15861
7288,coordinata,15855
7063,paradossalmente,15853
7090,suite,15840
7033,fastidioso,15834
6592,accreditamento,15831
9774,opzionale,15819
6595,assenso,15818
7855,metropolitana,15817
7429,cimentare,15810
6603,Shop,15797
6605,noia,15796
6606,esclamare,15795
7587,annata,15793
6610,stamattina,15791
7357,mina,15790
7381,predicare,15786
6611,modernizzazione,15785
7151,mix,15781
7178,riversare,15780
7505,Venere,15776
7093,Giornale,15774
6613,frea,15768
6616,clic,15754
7654,diplomare,15754
6617,premesso,15748
7743,Association,15745
6618,apertamente,15741
7084,programmato,15736
9461,United,15734
6623,Lun,15730
7094,nuotare,15728
7308,settecento,15727
6626,rammentare,15725
7125,congelare,15721
7580,diamante,15721
7088,ecologia,15715
7734,oratorio,15709
7218,eleganza,15708
7523,manifestante,15703
9912,artiglieria,15702
7062,francobollo,15698
6634,principessa,15698
7910,aggregare,15695
6636,mortalità,15693
7917,sonda,15672
8546,Carlos,15672
7332,invertire,15668
7097,your,15667
6639,imputare,15666
6640,ottimismo,15664
7361,devoto,15663
6641,pericolosità,15655
7497,gradino,15653
7198,arrabbiare,15652
7427,giacere,15648
8609,serbo,15637
6646,analogamente,15632
7340,cronologico,15629
6647,pre,15629
8429,Pierre,15627
6648,autenticare,15620
6651,personal,15616
7173,sbocco,15613
7486,secolare,15612
6652,P.A.,15605
7591,scagliare,15605
8454,demolire,15601
6654,astenuto,15596
7163,invidia,15593
7257,tigre,15591
7472,abbondanza,15590
7941,Jacques,15589
7220,Valentina,15587
8384,protestante,15577
8854,Juan,15576
7403,dispetto,15576
6658,spiritualità,15575
7538,service,15575
7447,spietato,15572
7177,giacca,15570
7600,Massimiliano,15569
6659,reclamo,15569
6660,menzogna,15565
7401,tondo,15550
6661,stralcio,15541
7273,contrazione,15539
6662,petizione,15539
7226,condire,15531
7235,liturgia,15530
8089,duo,15527
7292,minuscolo,15522
7441,Platone,15520
6667,perseguimento,15519
6670,esente,15512
8325,Cile,15511
7708,Marx,15509
7113,confezionare,15506
6675,Donati,15500
7846,Kong,15491
6676,idrogenare,15487
7135,inversione,15474
6681,auspicabile,15466
9764,Cup,15461
6684,Feltrinelli,15460
6686,afferente,15453
7169,scoraggiare,15451
8312,Bernardo,15449
6688,salve,15445
6689,ispettorato,15444
6690,catastale,15444
6691,completezza,15442
7755,lunare,15441
7528,Dino,15440
7186,Alitalia,15437
6695,Cipe,15431
7276,esagerato,15423
